PIN:MEMLATENCIES 1.0. 0x0
#
# DCACHE stats
#
#L1 Data Cache:
#Load-Hits:                    309177:   97.3001%:        309177:   97.3001%
#Load-Misses:                    8579:    2.6999%:          8579:    2.6999%
#Load-Accesses:                317756:  100.0000%:        317756:  100.0000%
#
#Store-Hits:                   133685:   98.3781%:        133685:   98.3781%
#Store-Misses:                   2204:    1.6219%:          2204:    1.6219%
#Store-Accesses:               135889:  100.0000%:        135889:  100.0000%
#
#Total-Hits:                   442862:   97.6230%:        442862:   97.6230%
#Total-Misses:                  10783:    2.3770%:         10783:    2.3770%
#Total-Accesses:               453645:  100.0000%:        453645:  100.0000%

#Load-SttRam:                  203589:   64.0709%
#Store-Sttram:                  40196:   29.5800%
#Load-Sram:                    114167:   35.9291%
#Store-Sram:                    95693:   70.4200%


#Stack-Swap:                    14329:   85.7870%:         14329:   85.7870%
#Heap-Swap:                         0:    0.0000%:             0:    0.0000%
#Global-Swap:                    2374:   14.2130%:          2374:   14.2130%
#Total-Swap:                    16703:  100.0000%:         16703:  100.0000%

#Stack-Migration:               14711:   80.7542%:         14711:   80.7542%
#Heap-Migration:                    0:    0.0000%:             0:    0.0000%
#Global-Migration:               3506:   19.2458%:          3506:   19.2458%
#Total-Migrate:                 18217:  100.0000%:         18217:  100.0000%

#Stack-WriteBack:                 351:   14.4504%:           351:   14.4504%
#Heap-WriteBack:                    0:    0.0000%:             0:    0.0000%
#Global-WriteBack:               2078:   85.5496%:          2078:   85.5496%
#Total-WriteBack:                2429:  100.0000%:          2429:  100.0000%

##############################cache line level statistics############################
Tag-Num:        Tag-Read:       Tag-Write:      Tag-Shift:      Tag-Hit:        Tag-Miss:       
###Stack###
        69249257:               3:               0:               1:               2:               1
        69249258:               3:               0:               1:               2:               1
        69249259:               3:               0:               1:               2:               1
        69249260:               3:               0:               1:               2:               1
        69249261:               4:               0:               1:               3:               1
        69249262:               3:               0:               1:               2:               1
        69249263:               3:               0:               1:               2:               1
        69249264:               4:               0:               1:               3:               1
        69249265:               4:               0:               1:               3:               1
        69249266:               3:               0:               1:               2:               1
        69249267:               3:               0:               1:               2:               1
        69249268:               3:               0:               1:               2:               1
        69249269:               3:               0:               1:               2:               1
        69249270:               3:               0:               1:               2:               1
        69249271:               4:               0:               1:               3:               1
        69249272:               3:               0:               1:               2:               1
        69249273:               3:               0:               1:               2:               1
        69249274:               3:               0:               1:               2:               1
        69249275:               3:               0:               1:               2:               1
        69249276:               3:               0:               1:               2:               1
        69249277:               4:               0:               1:               3:               1
        69249278:               3:               0:               1:               2:               1
        69249279:               3:               0:               1:               2:               1
        69249280:               4:               0:               1:               3:               1
        69249281:               3:               0:               1:               2:               1
        69249282:               3:               0:               1:               2:               1
        69249283:               3:               0:               1:               2:               1
        69249284:               3:               0:               1:               2:               1
        69249285:               3:               0:               1:               2:               1
        69249286:               3:               0:               1:               2:               1
        69249287:               4:               0:               1:               3:               1
        69249288:               3:               0:               1:               2:               1
        69249289:               4:               0:               1:               3:               1
        69249290:               3:               0:               1:               2:               1
        69249291:               3:               0:               1:               2:               1
        69249292:               3:               0:               1:               2:               1
        69249293:               3:               0:               1:               2:               1
        69249294:               4:               0:               1:               3:               1
        69249295:               3:               0:               1:               2:               1
        69249296:               5:               0:               1:               4:               1
        69249297:               3:               0:               1:               2:               1
        69249298:               3:               0:               1:               2:               1
        69249299:               4:               0:               1:               3:               1
        69249300:               5:               0:               1:               4:               1
        69249301:               4:               0:               1:               3:               1
        69249302:               4:               0:               1:               3:               1
        69249303:               3:               0:               1:               2:               1
        69249304:               5:               0:               1:               4:               1
        69249305:               3:               0:               1:               2:               1
        69249306:              14:               0:               2:              12:               2
        69249307:               3:               0:               1:               2:               1
        69249308:               3:               0:               1:               2:               1
        69249309:               3:               0:               1:               2:               1
        69249310:               5:               0:               1:               4:               1
        69249311:              12:               0:               2:              10:               2
        69249312:               5:               0:               1:               4:               1
        69249313:               5:               0:               1:               4:               1
        69249314:               3:               0:               1:               2:               1
        69249315:               3:               0:               1:               2:               1
        69249316:               5:               0:               1:               4:               1
        69249317:               3:               0:               1:               2:               1
        69249318:               4:               0:               1:               3:               1
        69249319:               3:               0:               1:               2:               1
        69249320:               4:               0:               1:               3:               1
        69249321:              12:               0:               2:              10:               2
        69249322:               5:               0:               1:               4:               1
        69249323:               3:               0:               1:               2:               1
        69249324:               4:               0:               1:               3:               1
        69249325:               3:               0:               1:               2:               1
        69249326:               3:               0:               1:               2:               1
        69249327:               5:               0:               1:               4:               1
        69249328:               4:               0:               1:               3:               1
        69249329:               5:               0:               1:               4:               1
        69249330:               4:               0:               1:               3:               1
        69249331:               3:               0:               1:               2:               1
        69249332:               3:               0:               1:               2:               1
        69249333:               3:               0:               1:               2:               1
        69249334:               4:               0:               1:               3:               1
        69249335:               3:               0:               1:               2:               1
        69249336:               3:               0:               1:               2:               1
        69249337:               3:               0:               1:               2:               1
        69249338:               3:               0:               1:               2:               1
        69249339:               3:               0:               1:               2:               1
        69249340:               3:               0:               1:               2:               1
        69249341:               4:               0:               1:               3:               1
        69249342:               4:               0:               1:               3:               1
        69249343:               3:               0:               1:               2:               1
        69249344:               3:               0:               1:               2:               1
        69249345:               3:               0:               1:               2:               1
        69249346:               3:               0:               1:               2:               1
        69249347:               3:               0:               1:               2:               1
        69249348:               3:               0:               1:               2:               1
        69249349:               3:               0:               1:               2:               1
        69249350:               4:               0:               1:               3:               1
        69249351:               4:               0:               1:               3:               1
        69249352:               3:               0:               1:               2:               1
        69249353:              12:               0:               2:              10:               2
        69249354:               4:               0:               1:               3:               1
        69249355:               3:               0:               1:               2:               1
        69249356:               3:               0:               1:               2:               1
        69249357:               3:               0:               1:               2:               1
        69249358:               3:               0:               1:               2:               1
        69249359:               4:               0:               1:               3:               1
        69249360:               3:               0:               1:               2:               1
        69249361:               3:               0:               1:               2:               1
        69249362:               4:               0:               1:               3:               1
        69249363:               3:               0:               1:               2:               1
        69249364:               3:               0:               1:               2:               1
        69249365:               3:               0:               1:               2:               1
        69249366:               3:               0:               1:               2:               1
        69249367:               4:               0:               1:               3:               1
        69249368:               3:               0:               1:               2:               1
        69249369:               3:               0:               1:               2:               1
        69249370:               3:               0:               1:               2:               1
        69249371:               4:               0:               1:               3:               1
        69249372:               3:               0:               1:               2:               1
        69249373:               3:               0:               1:               2:               1
        69249374:               3:               0:               1:               2:               1
        69249375:               4:               0:               1:               3:               1
        69249376:               3:               0:               1:               2:               1
        69249377:               5:               0:               1:               4:               1
        69249378:               3:               0:               1:               2:               1
        69249379:               4:               0:               1:               3:               1
        69249380:               5:               0:               1:               4:               1
        69249381:               3:               0:               1:               2:               1
        69249382:               3:               0:               1:               2:               1
        69249383:               3:               0:               1:               2:               1
        69249384:              12:               0:               2:              10:               2
        69249385:               3:               0:               1:               2:               1
        69249386:               3:               0:               1:               2:               1
        69249387:               4:               0:               1:               3:               1
        69249388:               3:               0:               1:               2:               1
        69249389:               3:               0:               1:               2:               1
        69249390:               3:               0:               1:               2:               1
        69249391:               3:               0:               1:               2:               1
        69249392:               4:               0:               1:               3:               1
        69249393:               3:               0:               1:               2:               1
        69249394:               3:               0:               1:               2:               1
        69249395:               3:               0:               1:               2:               1
        69249396:               3:               0:               1:               2:               1
        69249397:               4:               0:               1:               3:               1
        69249398:              11:               0:               2:               9:               2
        69249399:              18:               0:               3:              15:               3
        69249400:               3:               0:               1:               2:               1
        69249401:               3:               0:               1:               2:               1
        69249402:               4:               0:               1:               3:               1
        69249403:               4:               0:               1:               3:               1
        69249404:               3:               0:               1:               2:               1
        69249405:               4:               0:               1:               3:               1
        69249406:               3:               0:               1:               2:               1
        69249407:               4:               0:               1:               3:               1
        69249408:               3:               0:               1:               2:               1
        69249409:               3:               0:               1:               2:               1
        69249410:               3:               0:               1:               2:               1
        69249411:               3:               0:               1:               2:               1
        69249412:               3:               0:               1:               2:               1
        69249413:               3:               0:               1:               2:               1
        69249414:               3:               0:               1:               2:               1
        69249415:               3:               0:               1:               2:               1
        69249416:               3:               0:               1:               2:               1
        69249417:               3:               0:               1:               2:               1
        69249418:               3:               0:               1:               2:               1
        69249419:               3:               0:               1:               2:               1
        69249420:               3:               0:               1:               2:               1
        69249421:               3:               0:               1:               2:               1
        69249422:               3:               0:               1:               2:               1
        69249423:               4:               0:               1:               3:               1
        69249424:               3:               0:               1:               2:               1
        69249425:               3:               0:               1:               2:               1
        69249426:               3:               0:               1:               2:               1
        69249427:               3:               0:               1:               2:               1
        69249428:               4:               0:               1:               3:               1
        69249429:               4:               0:               1:               3:               1
        69249430:               4:               0:               1:               3:               1
        69249431:               3:               0:               1:               2:               1
        69249432:               3:               0:               1:               2:               1
        69249433:               3:               0:               1:               2:               1
        69249434:               3:               0:               1:               2:               1
        69249435:               4:               0:               1:               3:               1
        69249436:               3:               0:               1:               2:               1
        69249437:               4:               0:               1:               3:               1
        69249438:               3:               0:               1:               2:               1
        69249439:               3:               0:               1:               2:               1
        69249440:               3:               0:               1:               2:               1
        69249441:              35:               0:               3:              32:               3
        69249442:               4:               0:               1:               3:               1
        69249443:               3:               0:               1:               2:               1
        69249444:               3:               0:               1:               2:               1
        69249445:               4:               0:               1:               3:               1
        69249446:              12:               0:               2:              10:               2
        69249447:               3:               0:               1:               2:               1
        69249448:               4:               0:               1:               3:               1
        69249449:              12:               0:               2:              10:               2
        69249450:               3:               0:               1:               2:               1
        69249451:               3:               0:               1:               2:               1
        69249452:               4:               0:               1:               3:               1
        69249453:               3:               0:               1:               2:               1
        69249454:               4:               0:               1:               3:               1
        69249455:               4:               0:               1:               3:               1
        69249456:               4:               0:               1:               3:               1
        69249457:               3:               0:               1:               2:               1
        69249458:               3:               0:               1:               2:               1
        69249459:               3:               0:               1:               2:               1
        69249460:               3:               0:               1:               2:               1
        69249461:               3:               0:               1:               2:               1
        69249462:               3:               0:               1:               2:               1
        69249463:               3:               0:               1:               2:               1
        69249464:               4:               0:               1:               3:               1
        69249465:               3:               0:               1:               2:               1
        69249466:               3:               0:               1:               2:               1
        69249467:               4:               0:               1:               3:               1
        69249468:               3:               0:               1:               2:               1
        69249469:               4:               0:               1:               3:               1
        69249470:               4:               0:               1:               3:               1
        69249471:               3:               0:               1:               2:               1
        69249472:               3:               0:               1:               2:               1
        69249473:               4:               0:               1:               3:               1
        69249474:               3:               0:               1:               2:               1
        69249475:               4:               0:               1:               3:               1
        69249476:               4:               0:               1:               3:               1
        69249477:               3:               0:               1:               2:               1
        69249478:               4:               0:               1:               3:               1
        69249479:               4:               0:               1:               3:               1
        69249480:               4:               0:               1:               3:               1
        69249481:               3:               0:               1:               2:               1
        69249482:               3:               0:               1:               2:               1
        69249483:               3:               0:               1:               2:               1
        69249484:               3:               0:               1:               2:               1
        69249485:               3:               0:               1:               2:               1
        69249486:               3:               0:               1:               2:               1
        69249487:               3:               0:               1:               2:               1
        69249488:               3:               0:               1:               2:               1
        69249489:               3:               0:               1:               2:               1
        69249490:               3:               0:               1:               2:               1
        69249491:               3:               0:               1:               2:               1
        69249492:               4:               0:               1:               3:               1
        69249493:               3:               0:               1:               2:               1
        69249494:               3:               0:               1:               2:               1
        69249495:               3:               0:               1:               2:               1
        69249496:               3:               0:               1:               2:               1
        69249497:               3:               0:               1:               2:               1
        69249498:               3:               0:               1:               2:               1
        69249499:              12:               0:               2:              10:               2
        69249500:               4:               0:               1:               3:               1
        69249501:               3:               0:               1:               2:               1
        69249502:               3:               0:               1:               2:               1
        69249503:               3:               0:               1:               2:               1
        69249504:               3:               0:               1:               2:               1
        69249505:               3:               0:               1:               2:               1
        69249506:               3:               0:               1:               2:               1
        69249507:               4:               0:               1:               3:               1
        69249508:               3:               0:               1:               2:               1
        69249509:               3:               0:               1:               2:               1
        69249510:               3:               0:               1:               2:               1
        69249511:               3:               0:               1:               2:               1
        69249512:              12:               0:               2:              10:               2
        69249513:               3:               0:               1:               2:               1
        69249514:               4:               0:               1:               3:               1
        69249515:               3:               0:               1:               2:               1
        69249516:               4:               0:               1:               3:               1
        69249517:               3:               0:               1:               2:               1
        69249518:               4:               0:               1:               3:               1
        69249519:               3:               0:               1:               2:               1
        69249520:               3:               0:               1:               2:               1
        69249521:               4:               0:               1:               3:               1
        69249522:               3:               0:               1:               2:               1
        69249523:               3:               0:               1:               2:               1
        69249524:               4:               0:               1:               3:               1
        69249525:               3:               0:               1:               2:               1
        69249526:               4:               0:               1:               3:               1
        69249527:               4:               0:               1:               3:               1
        69249528:               4:               0:               1:               3:               1
        69249529:               3:               0:               1:               2:               1
        69249530:               4:               0:               1:               3:               1
        69249531:               3:               0:               1:               2:               1
        69249532:               3:               0:               1:               2:               1
        69249533:               5:               0:               1:               4:               1
        69249534:              12:               0:               2:              10:               2
        69249535:               5:               0:               1:               4:               1
        69249536:               4:               0:               1:               3:               1
        69249537:               4:               0:               1:               3:               1
        69249538:               5:               0:               1:               4:               1
        69249539:               3:               0:               1:               2:               1
        69249540:               3:               0:               1:               2:               1
        69249541:               4:               0:               1:               3:               1
        69249542:               4:               0:               1:               3:               1
        69249543:               3:               0:               1:               2:               1
        69249544:               3:               0:               1:               2:               1
        69249545:               3:               0:               1:               2:               1
        69249546:               3:               0:               1:               2:               1
        69249547:               4:               0:               1:               3:               1
        69249548:               3:               0:               1:               2:               1
        69249549:               3:               0:               1:               2:               1
        69249550:               4:               0:               1:               3:               1
        69249551:              12:               0:               2:              10:               2
        69249552:               3:               0:               1:               2:               1
        69249553:               3:               0:               1:               2:               1
        69249554:               4:               0:               1:               3:               1
        69249555:               4:               0:               1:               3:               1
        69249556:               3:               0:               1:               2:               1
        69249557:              12:               0:               2:              10:               2
        69249558:               3:               0:               1:               2:               1
        69249559:               3:               0:               1:               2:               1
        69249560:               3:               0:               1:               2:               1
        69249561:              19:               0:               2:              17:               2
        69249562:               3:               0:               1:               2:               1
        69249563:              10:               0:               2:               8:               2
        69249564:               3:               0:               1:               2:               1
        69249565:               3:               0:               1:               2:               1
        69249566:               3:               0:               1:               2:               1
        69249567:               3:               0:               1:               2:               1
        69249568:               3:               0:               1:               2:               1
        69249569:              11:               0:               2:               9:               2
        69249570:               4:               0:               1:               3:               1
        69249571:               4:               0:               1:               3:               1
        69249572:               3:               0:               1:               2:               1
        69249573:               3:               0:               1:               2:               1
        69249574:               4:               0:               1:               3:               1
        69249575:               3:               0:               1:               2:               1
        69249576:               4:               0:               1:               3:               1
        69249577:               3:               0:               1:               2:               1
        69249578:               3:               0:               1:               2:               1
        69249579:               3:               0:               1:               2:               1
        69249580:               3:               0:               1:               2:               1
        69249581:               4:               0:               1:               3:               1
        69249582:               3:               0:               1:               2:               1
        69249583:               3:               0:               1:               2:               1
        69249584:               3:               0:               1:               2:               1
        69249585:               3:               0:               1:               2:               1
        69249586:               3:               0:               1:               2:               1
        69249587:              12:               0:               2:              10:               2
        69249588:               3:               0:               1:               2:               1
        69249589:               3:               0:               1:               2:               1
        69249590:               3:               0:               1:               2:               1
        69249591:               3:               0:               1:               2:               1
        69249592:               3:               0:               1:               2:               1
        69249593:               3:               0:               1:               2:               1
        69249594:               3:               0:               1:               2:               1
        69249595:               3:               0:               1:               2:               1
        69249596:               3:               0:               1:               2:               1
        69249597:               3:               0:               1:               2:               1
        69249598:               4:               0:               1:               3:               1
        69249599:              14:               0:               2:              12:               2
        69249600:               4:               0:               1:               3:               1
        69249601:               3:               0:               1:               2:               1
        69249602:               3:               0:               1:               2:               1
        69249603:               4:               0:               1:               3:               1
        69249604:               3:               0:               1:               2:               1
        69249605:              14:               0:               2:              12:               2
        69249606:               3:               0:               1:               2:               1
        69249607:               3:               0:               1:               2:               1
        69249608:               3:               0:               1:               2:               1
        69249609:               4:               0:               1:               3:               1
        69249610:               4:               0:               1:               3:               1
        69249611:               3:               0:               1:               2:               1
        69249612:               3:               0:               1:               2:               1
        69249613:               3:               0:               1:               2:               1
        69249614:              15:               0:               2:              13:               2
        69249615:               4:               0:               1:               3:               1
        69249616:               3:               0:               1:               2:               1
        69249617:               4:               0:               1:               3:               1
        69249618:               3:               0:               1:               2:               1
        69249619:               3:               0:               1:               2:               1
        69249620:               4:               0:               1:               3:               1
        69249621:               3:               0:               1:               2:               1
        69249622:               3:               0:               1:               2:               1
        69249623:               3:               0:               1:               2:               1
        69249624:               3:               0:               1:               2:               1
        69249625:               3:               0:               1:               2:               1
        69249626:               3:               0:               1:               2:               1
        69249627:               3:               0:               1:               2:               1
        69249628:               3:               0:               1:               2:               1
        69249629:               4:               0:               1:               3:               1
        69249630:               3:               0:               1:               2:               1
        69249631:               3:               0:               1:               2:               1
        69249632:               3:               0:               1:               2:               1
        69249633:               4:               0:               1:               3:               1
        69249634:               4:               0:               1:               3:               1
        69249635:               3:               0:               1:               2:               1
        69249636:               3:               0:               1:               2:               1
        69249637:               3:               0:               1:               2:               1
        69249638:               3:               0:               1:               2:               1
        69249639:               3:               0:               1:               2:               1
        69249640:               3:               0:               1:               2:               1
        69249641:               3:               0:               1:               2:               1
        69249642:               3:               0:               1:               2:               1
        69249643:               3:               0:               1:               2:               1
        69249644:               3:               0:               1:               2:               1
        69249645:               3:               0:               1:               2:               1
        69249646:               3:               0:               1:               2:               1
        69249647:               3:               0:               1:               2:               1
        69249648:              12:               0:               2:              10:               2
        69249649:               3:               0:               1:               2:               1
        69249650:               3:               0:               1:               2:               1
        69249651:               3:               0:               1:               2:               1
        69249652:               3:               0:               1:               2:               1
        69249653:              12:               0:               2:              10:               2
        69249654:               3:               0:               1:               2:               1
        69249655:               3:               0:               1:               2:               1
        69249656:              12:               0:               2:              10:               2
        69249657:               4:               0:               1:               3:               1
        69249658:               3:               0:               1:               2:               1
        69249659:               3:               0:               1:               2:               1
        69249660:               3:               0:               1:               2:               1
        69249661:               4:               0:               1:               3:               1
        69249662:               3:               0:               1:               2:               1
        69249663:               3:               0:               1:               2:               1
        69249664:               3:               0:               1:               2:               1
        69249665:              15:               0:               2:              13:               2
        69249666:               3:               0:               1:               2:               1
        69249667:               3:               0:               1:               2:               1
        69249668:               4:               0:               1:               3:               1
        69249669:              12:               0:               1:              11:               1
        69249670:               3:               0:               1:               2:               1
        69249671:               3:               0:               1:               2:               1
        69249672:               3:               0:               1:               2:               1
        69249673:               3:               0:               1:               2:               1
        69249674:               4:               0:               1:               3:               1
        69249675:               4:               0:               1:               3:               1
        69249676:               3:               0:               1:               2:               1
        69249677:               4:               0:               1:               3:               1
        69249678:               3:               0:               1:               2:               1
        69249679:               3:               0:               1:               2:               1
        69249680:               3:               0:               1:               2:               1
        69249681:               4:               0:               1:               3:               1
        69249682:               3:               0:               1:               2:               1
        69249683:               3:               0:               1:               2:               1
        69249684:               3:               0:               1:               2:               1
        69249685:               3:               0:               1:               2:               1
        69249686:               3:               0:               1:               2:               1
        69249687:               3:               0:               1:               2:               1
        69249688:               4:               0:               1:               3:               1
        69249689:               3:               0:               1:               2:               1
        69249690:               3:               0:               1:               2:               1
        69249691:               3:               0:               1:               2:               1
        69249692:               4:               0:               1:               3:               1
        69249693:               3:               0:               1:               2:               1
        69249694:               3:               0:               1:               2:               1
        69249695:               3:               0:               1:               2:               1
        69249696:               3:               0:               1:               2:               1
        69249697:               4:               0:               1:               3:               1
        69249698:               3:               0:               1:               2:               1
