PIN:MEMLATENCIES 1.0. 0x0
#
# DCACHE stats
#
#L1 Data Cache:
#Load-Hits:                    308998:   97.2432%:        308998:   97.2432%
#Load-Misses:                    8760:    2.7568%:          8760:    2.7568%
#Load-Accesses:                317758:  100.0000%:        317758:  100.0000%
#
#Store-Hits:                   133765:   98.4370%:        133765:   98.4370%
#Store-Misses:                   2124:    1.5630%:          2124:    1.5630%
#Store-Accesses:               135889:  100.0000%:        135889:  100.0000%
#
#Total-Hits:                   442763:   97.6008%:        442763:   97.6008%
#Total-Misses:                  10884:    2.3992%:         10884:    2.3992%
#Total-Accesses:               453647:  100.0000%:        453647:  100.0000%

#Load-SttRam:                  203574:   64.0657%
#Store-Sttram:                  39845:   29.3217%
#Load-Sram:                    114184:   35.9343%
#Store-Sram:                    96044:   70.6783%


#Stack-Swap:                    14203:   85.9070%:         14203:   85.9070%
#Heap-Swap:                         0:    0.0000%:             0:    0.0000%
#Global-Swap:                    2330:   14.0930%:          2330:   14.0930%
#Total-Swap:                    16533:  100.0000%:         16533:  100.0000%

#Stack-Migration:               14532:   80.4384%:         14532:   80.4384%
#Heap-Migration:                    0:    0.0000%:             0:    0.0000%
#Global-Migration:               3534:   19.5616%:          3534:   19.5616%
#Total-Migrate:                 18066:  100.0000%:         18066:  100.0000%

#Stack-WriteBack:                 289:   12.3346%:           289:   12.3346%
#Heap-WriteBack:                    0:    0.0000%:             0:    0.0000%
#Global-WriteBack:               2054:   87.6654%:          2054:   87.6654%
#Total-WriteBack:                2343:  100.0000%:          2343:  100.0000%

##############################cache line level statistics############################
Tag-Num:        Tag-Read:       Tag-Write:      Tag-Shift:      Tag-Hit:        Tag-Miss:       
###Stack###
        69250546:               3:               0:               1:               2:               1
        69250547:               3:               0:               1:               2:               1
        69250548:               3:               0:               1:               2:               1
        69250549:               4:               0:               1:               3:               1
        69250550:               3:               0:               1:               2:               1
        69250551:              12:               0:               2:              10:               2
        69250552:               3:               0:               1:               2:               1
        69250553:              12:               0:               2:              10:               2
        69250554:               3:               0:               1:               2:               1
        69250555:               3:               0:               1:               2:               1
        69250556:               3:               0:               1:               2:               1
        69250557:               4:               0:               1:               3:               1
        69250558:               3:               0:               1:               2:               1
        69250559:               3:               0:               1:               2:               1
        69250560:               3:               0:               1:               2:               1
        69250561:               3:               0:               1:               2:               1
        69250562:               3:               0:               1:               2:               1
        69250563:               3:               0:               1:               2:               1
        69250564:               4:               0:               1:               3:               1
        69250565:               4:               0:               1:               3:               1
        69250566:               3:               0:               1:               2:               1
        69250567:               3:               0:               1:               2:               1
        69250568:               3:               0:               1:               2:               1
        69250569:               4:               0:               1:               3:               1
        69250570:               4:               0:               1:               3:               1
        69250571:               4:               0:               1:               3:               1
        69250572:               3:               0:               1:               2:               1
        69250573:               3:               0:               1:               2:               1
        69250574:               3:               0:               1:               2:               1
        69250575:               3:               0:               1:               2:               1
        69250576:               3:               0:               1:               2:               1
        69250577:               3:               0:               1:               2:               1
        69250578:              11:               0:               2:               9:               2
        69250579:               3:               0:               1:               2:               1
        69250580:               4:               0:               1:               3:               1
        69250581:               3:               0:               1:               2:               1
        69250582:               3:               0:               1:               2:               1
        69250583:               3:               0:               1:               2:               1
        69250584:               4:               0:               1:               3:               1
        69250585:               3:               0:               1:               2:               1
        69250586:               3:               0:               1:               2:               1
        69250587:               3:               0:               1:               2:               1
        69250588:               3:               0:               1:               2:               1
        69250589:               3:               0:               1:               2:               1
        69250590:               4:               0:               1:               3:               1
        69250591:               3:               0:               1:               2:               1
        69250592:               3:               0:               1:               2:               1
        69250593:               4:               0:               1:               3:               1
        69250594:               3:               0:               1:               2:               1
        69250595:               3:               0:               1:               2:               1
        69250596:               3:               0:               1:               2:               1
        69250597:               3:               0:               1:               2:               1
        69250598:               4:               0:               1:               3:               1
        69250599:               3:               0:               1:               2:               1
        69250600:               3:               0:               1:               2:               1
        69250601:               3:               0:               1:               2:               1
        69250602:               3:               0:               1:               2:               1
        69250603:               3:               0:               1:               2:               1
        69250604:              12:               0:               2:              10:               2
        69250605:              11:               0:               2:               9:               2
        69250606:               3:               0:               1:               2:               1
        69250607:               3:               0:               1:               2:               1
        69250608:               4:               0:               1:               3:               1
        69250609:               3:               0:               1:               2:               1
        69250610:               4:               0:               1:               3:               1
        69250611:               3:               0:               1:               2:               1
        69250612:               3:               0:               1:               2:               1
        69250613:               3:               0:               1:               2:               1
        69250614:               4:               0:               1:               3:               1
        69250615:               3:               0:               1:               2:               1
        69250616:               3:               0:               1:               2:               1
        69250617:               3:               0:               1:               2:               1
        69250618:              12:               0:               2:              10:               2
        69250619:               4:               0:               1:               3:               1
        69250620:               4:               0:               1:               3:               1
        69250621:              12:               0:               2:              10:               2
        69250622:               3:               0:               1:               2:               1
        69250623:               3:               0:               1:               2:               1
        69250624:               3:               0:               1:               2:               1
        69250625:               3:               0:               1:               2:               1
        69250626:               3:               0:               1:               2:               1
        69250627:               4:               0:               1:               3:               1
        69250628:               4:               0:               1:               3:               1
        69250629:              12:               0:               2:              10:               2
        69250630:               3:               0:               1:               2:               1
        69250631:               3:               0:               1:               2:               1
        69250632:               3:               0:               1:               2:               1
        69250633:               3:               0:               1:               2:               1
        69250634:               3:               0:               1:               2:               1
        69250635:               3:               0:               1:               2:               1
        69250636:               4:               0:               1:               3:               1
        69250637:               3:               0:               1:               2:               1
        69250638:               3:               0:               1:               2:               1
        69250639:               3:               0:               1:               2:               1
        69250640:               3:               0:               1:               2:               1
        69250641:               3:               0:               1:               2:               1
        69250642:               3:               0:               1:               2:               1
        69250643:               3:               0:               1:               2:               1
        69250644:               3:               0:               1:               2:               1
        69250645:               4:               0:               1:               3:               1
        69250646:               3:               0:               1:               2:               1
        69250647:              12:               0:               2:              10:               2
        69250648:               3:               0:               1:               2:               1
        69250649:               4:               0:               1:               3:               1
        69250650:               4:               0:               1:               3:               1
        69250651:               4:               0:               1:               3:               1
        69250652:               3:               0:               1:               2:               1
        69250653:               4:               0:               1:               3:               1
        69250654:               4:               0:               1:               3:               1
        69250655:               3:               0:               1:               2:               1
        69250656:               3:               0:               1:               2:               1
        69250657:               4:               0:               1:               3:               1
        69250658:               4:               0:               1:               3:               1
        69250659:               3:               0:               1:               2:               1
        69250660:               3:               0:               1:               2:               1
        69250661:               4:               0:               1:               3:               1
        69250662:               3:               0:               1:               2:               1
        69250663:               3:               0:               1:               2:               1
        69250664:               3:               0:               1:               2:               1
        69250665:              11:               0:               1:              10:               1
        69250666:               3:               0:               1:               2:               1
        69250667:               4:               0:               1:               3:               1
        69250668:               3:               0:               1:               2:               1
        69250669:               3:               0:               1:               2:               1
        69250670:               3:               0:               1:               2:               1
        69250671:               3:               0:               1:               2:               1
        69250672:               3:               0:               1:               2:               1
        69250673:               3:               0:               1:               2:               1
        69250674:               3:               0:               1:               2:               1
        69250675:               3:               0:               1:               2:               1
        69250676:               3:               0:               1:               2:               1
        69250677:               3:               0:               1:               2:               1
        69250678:               4:               0:               1:               3:               1
        69250679:               4:               0:               1:               3:               1
        69250680:               4:               0:               1:               3:               1
        69250681:               3:               0:               1:               2:               1
        69250682:               3:               0:               1:               2:               1
        69250683:               3:               0:               1:               2:               1
        69250684:               3:               0:               1:               2:               1
        69250685:               3:               0:               1:               2:               1
        69250686:               3:               0:               1:               2:               1
        69250687:               3:               0:               1:               2:               1
        69250688:               3:               0:               1:               2:               1
        69250689:               4:               0:               1:               3:               1
        69250690:               3:               0:               1:               2:               1
        69250691:               3:               0:               1:               2:               1
        69250692:               3:               0:               1:               2:               1
        69250693:               4:               0:               1:               3:               1
        69250694:               3:               0:               1:               2:               1
        69250695:               4:               0:               1:               3:               1
        69250696:               4:               0:               1:               3:               1
        69250697:               3:               0:               1:               2:               1
        69250698:               3:               0:               1:               2:               1
        69250699:               4:               0:               1:               3:               1
        69250700:               4:               0:               1:               3:               1
        69250701:               3:               0:               1:               2:               1
        69250702:               4:               0:               1:               3:               1
        69250703:               3:               0:               1:               2:               1
        69250704:               3:               0:               1:               2:               1
        69250705:               3:               0:               1:               2:               1
        69250706:              10:               0:               2:               8:               2
        69250707:               3:               0:               1:               2:               1
        69250708:               3:               0:               1:               2:               1
        69250709:               4:               0:               1:               3:               1
        69250710:               3:               0:               1:               2:               1
        69250711:               3:               0:               1:               2:               1
        69250712:               3:               0:               1:               2:               1
        69250713:               3:               0:               1:               2:               1
        69250714:               3:               0:               1:               2:               1
        69250715:               3:               0:               1:               2:               1
        69250716:               3:               0:               1:               2:               1
        69250717:               4:               0:               1:               3:               1
        69250718:               3:               0:               1:               2:               1
        69250719:               3:               0:               1:               2:               1
        69250720:               3:               0:               1:               2:               1
        69250721:               4:               0:               1:               3:               1
        69250722:               4:               0:               1:               3:               1
        69250723:               4:               0:               1:               3:               1
        69250724:               3:               0:               1:               2:               1
        69250725:               3:               0:               1:               2:               1
        69250726:               3:               0:               1:               2:               1
        69250727:               3:               0:               1:               2:               1
        69250728:               3:               0:               1:               2:               1
        69250729:               3:               0:               1:               2:               1
        69250730:               3:               0:               1:               2:               1
        69250731:               3:               0:               1:               2:               1
        69250732:               3:               0:               1:               2:               1
        69250733:               3:               0:               1:               2:               1
        69250734:               3:               0:               1:               2:               1
        69250735:               3:               0:               1:               2:               1
        69250736:               3:               0:               1:               2:               1
        69250737:               3:               0:               1:               2:               1
        69250738:               4:               0:               1:               3:               1
        69250739:               3:               0:               1:               2:               1
        69250740:               3:               0:               1:               2:               1
        69250741:               3:               0:               1:               2:               1
        69250742:               3:               0:               1:               2:               1
        69250743:               3:               0:               1:               2:               1
        69250744:               3:               0:               1:               2:               1
        69250745:               4:               0:               1:               3:               1
        69250746:               3:               0:               1:               2:               1
        69250747:               4:               0:               1:               3:               1
        69250748:               4:               0:               1:               3:               1
        69250749:               3:               0:               1:               2:               1
        69250750:               3:               0:               1:               2:               1
        69250751:               3:               0:               1:               2:               1
        69250752:               3:               0:               1:               2:               1
        69250753:              10:               0:               2:               8:               2
        69250754:               3:               0:               1:               2:               1
        69250755:               3:               0:               1:               2:               1
        69250756:               3:               0:               1:               2:               1
        69250757:               3:               0:               1:               2:               1
        69250758:               3:               0:               1:               2:               1
        69250759:               3:               0:               1:               2:               1
        69250760:               3:               0:               1:               2:               1
        69250761:               4:               0:               1:               3:               1
        69250762:               3:               0:               1:               2:               1
        69250763:               3:               0:               1:               2:               1
        69250764:               3:               0:               1:               2:               1
        69250765:               4:               0:               1:               3:               1
        69250766:               3:               0:               1:               2:               1
        69250767:               3:               0:               1:               2:               1
        69250768:               4:               0:               1:               3:               1
        69250769:               3:               0:               1:               2:               1
        69250770:               4:               0:               1:               3:               1
        69250771:               4:               0:               1:               3:               1
        69250772:              12:               0:               2:              10:               2
        69250773:               3:               0:               1:               2:               1
        69250774:               4:               0:               1:               3:               1
        69250775:               3:               0:               1:               2:               1
        69250776:               3:               0:               1:               2:               1
        69250777:               4:               0:               1:               3:               1
        69250778:               3:               0:               1:               2:               1
        69250779:               4:               0:               1:               3:               1
        69250780:               3:               0:               1:               2:               1
        69250781:               4:               0:               1:               3:               1
        69250782:              36:               0:               2:              34:               2
        69250783:               3:               0:               1:               2:               1
        69250784:               3:               0:               1:               2:               1
        69250785:               4:               0:               1:               3:               1
        69250786:               4:               0:               1:               3:               1
        69250787:              12:               0:               2:              10:               2
        69250788:               3:               0:               1:               2:               1
        69250789:               3:               0:               1:               2:               1
        69250790:               3:               0:               1:               2:               1
        69250791:               3:               0:               1:               2:               1
        69250792:               3:               0:               1:               2:               1
        69250793:               3:               0:               1:               2:               1
        69250794:               3:               0:               1:               2:               1
        69250811:               2:               0:               1:               1:               1
        69250812:               5:               0:               1:               4:               1
        69250853:               1:               0:               1:               0:               1
        69250854:              13:               0:               1:              12:               1
        69250855:              28:               0:               2:              26:               2
        69250875:               4:               0:               1:               3:               1
        69250876:              15:               0:               1:              14:               1
        69250880:               6:               0:               1:               5:               1
        69250885:               3:               0:               1:               2:               1
        69250886:              15:               0:               1:              14:               1
        69250907:              11:               0:               1:              10:               1
        69250908:               6:               0:               1:               5:               1
        69250920:               5:               0:               1:               4:               1
        69250956:               4:               0:               1:               3:               1
        69250957:              11:               0:               1:              10:               1
        69250961:              28:               0:               1:              27:               1
        69250962:               6:               0:               1:               5:               1
        69250963:               5:               0:               1:               4:               1
        69250981:              14:               0:               1:              13:               1
        69250982:               2:               0:               1:               1:               1
        69251003:               5:               0:               1:               4:               1
        69251004:              16:               0:               1:              15:               1
        69251005:               4:               0:               1:               3:               1
        69251011:              16:               0:               1:              15:               1
        69251012:              11:               0:               1:              10:               1
        69251013:              32:               0:               1:              31:               1
        69251014:               8:               0:               2:               6:               2
        69251015:               5:               0:               1:               4:               1
        69251025:              32:               0:               1:              31:               1
        69251030:              10:               0:               1:               9:               1
        69251042:              12:               0:               1:              11:               1
        69251043:              10:               0:               1:               9:               1
        69251045:               1:               0:               1:               0:               1
        69251046:              11:               0:               1:              10:               1
        69251060:               1:               0:               1:               0:               1
        69251061:              10:               0:               1:               9:               1
        69251062:               8:               0:               1:               7:               1
        69251063:              13:               0:               1:              12:               1
        69251074:               4:               0:               1:               3:               1
        69251075:              16:               0:               1:              15:               1
        69251077:               9:               0:               1:               8:               1
        69251078:               5:               0:               1:               4:               1
        69251084:               9:               0:               1:               8:               1
        69251085:              16:               0:               1:              15:               1
        69251086:               5:               0:               1:               4:               1
        69251117:               3:               0:               1:               2:               1
        69251118:               8:               0:               1:               7:               1
        69251133:              80:               0:               3:              77:               3
        69251134:              40:               0:               3:              37:               3
        69251136:              24:               0:               2:              22:               2
        69251137:               4:               0:               3:               1:               3
        69251148:               6:               0:               1:               5:               1
        69251149:               6:               0:               1:               5:               1
        69251154:               7:               0:               1:               6:               1
        69251157:               6:               0:               1:               5:               1
        69251158:               5:               0:               1:               4:               1
        69251170:               8:               0:               1:               7:               1
        69251190:               8:               0:               1:               7:               1
        69251212:               3:               0:               1:               2:               1
        69251213:               9:               0:               1:               8:               1
        69251226:               2:               0:               1:               1:               1
        69251227:              16:               0:               1:              15:               1
        69251228:              12:               0:               1:              11:               1
        69251242:               2:               0:               1:               1:               1
        69251243:              14:               0:               1:              13:               1
        69251251:               7:               0:               1:               6:               1
        69251252:               9:               0:               1:               8:               1
        69251253:              13:               0:               1:              12:               1
        69251254:               1:               0:               1:               0:               1
        69251255:              13:               0:               1:              12:               1
        69251256:              16:               0:               2:              14:               2
        69251268:              15:               0:               1:              14:               1
        69251269:               1:               0:               1:               0:               1
        69251272:               2:               0:               1:               1:               1
        69251273:               8:               0:               1:               7:               1
        69251291:              24:               0:               1:              23:               1
        69251292:               6:               0:               1:               5:               1
        69251298:              10:               0:               1:               9:               1
        69251299:               6:               0:               1:               5:               1
        69251301:               2:               0:               1:               1:               1
        69251302:              14:               0:               1:              13:               1
        69251317:              15:               0:               1:              14:               1
        69251318:              14:               0:               1:              13:               1
        69251326:              14:               0:               1:              13:               1
        69251337:               7:               0:               1:               6:               1
        69251338:               8:               0:               1:               7:               1
        69251345:              13:               0:               1:              12:               1
        69251346:               2:               0:               1:               1:               1
        69251352:               3:               0:               1:               2:               1
        69251353:              13:               0:               1:              12:               1
        69251356:               3:               0:               1:               2:               1
        69251357:              16:               0:               1:              15:               1
        69251358:               5:               0:               1:               4:               1
        69251372:              16:               0:               1:              15:               1
        69251373:              10:               0:               1:               9:               1
        69251374:               3:               0:               1:               2:               1
        69251375:               6:               0:               1:               5:               1
        69251386:              21:               0:               1:              20:               1
        69251415:              22:               0:               1:              21:               1
        69251466:              14:               0:               2:              12:               2
        69251474:               6:               0:               1:               5:               1
        69251475:              14:               0:               1:              13:               1
        69251506:              21:               0:               2:              19:               2
        69251510:              10:               0:               1:               9:               1
        69251511:               8:               0:               1:               7:               1
        69251512:               6:               0:               1:               5:               1
        69251521:               9:               0:               1:               8:               1
        69251536:              12:               0:               1:              11:               1
        69251563:               5:               0:               1:               4:               1
        69251564:              16:               0:               1:              15:               1
        69251565:               5:               0:               1:               4:               1
        69251569:               2:               0:               1:               1:               1
        69251570:              16:               0:               1:              15:               1
        69251571:               7:               0:               1:               6:               1
        69251642:               2:               0:               1:               1:               1
        69251643:               8:               0:               1:               7:               1
        69251659:               6:               0:               1:               5:               1
        69251660:              15:               0:               1:              14:               1
        69251685:               6:               0:               1:               5:               1
        69251686:               5:               0:               1:               4:               1
        69251699:              11:               0:               1:              10:               1
        69251700:               7:               0:               1:               6:               1
        69251709:               2:               0:               1:               1:               1
        69251710:              12:               0:               1:              11:               1
        69251714:              11:               0:               1:              10:               1
        69251727:               3:               0:               1:               2:               1
        69251728:               2:               0:               1:               1:               1
        69251735:               1:               0:               1:               0:               1
        69251736:              16:               0:               1:              15:               1
        69251737:               4:               0:               1:               3:               1
        69251742:               7:               0:               1:               6:               1
        69251743:               8:               0:               1:               7:               1
        69251746:               8:               0:               1:               7:               1
        69251782:              13:               0:               1:              12:               1
        69251783:               5:               0:               1:               4:               1
        69251786:              10:               0:               1:               9:               1
        69251791:               1:               0:               1:               0:               1
        69251792:              11:               0:               1:              10:               1
        69251805:               6:               0:               1:               5:               1
        69251806:              10:               0:               1:               9:               1
        69251835:               2:               0:               1:               1:               1
        69251836:               9:               0:               1:               8:               1
        69251849:              11:               0:               1:              10:               1
        69251850:              11:               0:               1:              10:               1
        69251864:              20:               0:               1:              19:               1
        69251865:               6:               0:               1:               5:               1
        69251871:              10:               0:               1:               9:               1
        69251872:              16:               0:               1:              15:               1
        69251873:               3:               0:               1:               2:               1
        69251891:              18:               0:               1:              17:               1
        69251913:              26:               0:               1:              25:               1
        69251914:               3:               0:               3:               0:               3
        69251934:               6:               0:               1:               5:               1
        69251935:              11:               0:               1:              10:               1
        69251981:              12:               0:               1:              11:               1
        69251982:               4:               0:               1:               3:               1
        69251983:               7:               0:               1:               6:               1
        69252000:              30:               0:               3:              27:               3
        69252014:               5:               0:               1:               4:               1
        69252015:               7:               0:               1:               6:               1
        69252023:               5:               0:               1:               4:               1
        69252024:              15:               0:               1:              14:               1
        69252057:              11:               0:               1:              10:               1
        69252060:               4:               0:               1:               3:               1
        69252061:               1:               0:               1:               0:               1
        69252065:               3:               0:               1:               2:               1
        69252066:               8:               0:               1:               7:               1
        69252091:              18:               0:               1:              17:               1
        69252095:               7:               0:               1:               6:               1
        69252096:              16:               0:               1:              15:               1
        69252097:               7:               0:               1:               6:               1
        69252100:              12:               0:               1:              11:               1
        69252114:              10:               0:               1:               9:               1
        69252117:               2:               0:               1:               1:               1
        69252118:               5:               0:               1:               4:               1
        69252125:               7:               0:               1:               6:               1
        69252126:              12:               0:               1:              11:               1
        69252160:               2:               0:               1:               1:               1
        69252161:               5:               0:               1:               4:               1
        69252175:              21:               0:               1:              20:               1
        69252199:               6:               0:               1:               5:               1
        69252200:              20:               0:               1:              19:               1
        69252202:               8:               0:               1:               7:               1
        69252210:               6:               0:               1:               5:               1
        69252211:              15:               0:               1:              14:               1
        69252219:             146:               0:               3:             143:               3
        69252220:            1025:               0:               2:            1023:               2
        69252221:             778:               0:               2:             776:               2
        69252222:               7:               0:               1:               6:               1
        69252223:             159:               0:               3:             156:               3
        69252224:             204:               0:               3:             201:               3
        69252226:              25:               0:               1:              24:               1
        69252227:              11:               0:               1:              10:               1
